client_id,method,mode,alpha,batch_size,sample_index,iters,mse,psnr,true_labels,inferred_labels,final_grad_match,checkpoint,original_image,recovered_image,comparison_image,loss_curve
0,dlg,iid,0.5,1,0,2000,0.08654400,10.6276,[2],[2],36.42954636,../checkpoints/model_iid_5c_20r.pth,..\results\dlg_2000\original_images\dlg_iid_client0_bs1_sample0_2000iters_original.png,..\results\dlg_2000\recovered_images\dlg_iid_client0_bs1_sample0_2000iters_recovered.png,..\results\dlg_2000\comparisons\dlg_iid_client0_bs1_sample0_2000iters_comparison.png,..\results\dlg_2000\loss_curves\dlg_iid_client0_bs1_sample0_2000iters_loss.csv
