iter,grad_match
1,1031.58691406
2,539.62915039
3,2169.18652344
4,605.54583740
5,406.91494751
6,473.69058228
7,421.03839111
8,384.70352173
9,350.47912598
10,352.48031616
11,360.99237061
12,356.48251343
13,348.67849731
14,338.76895142
15,315.91317749
16,301.40786743
17,289.17480469
18,278.13986206
19,276.26193237
20,270.00250244
21,259.38549805
22,244.02691650
23,241.43554688
24,235.71279907
25,223.34016418
26,216.59873962
27,204.11462402
28,196.44276428
29,187.44676208
30,179.00352478
31,178.64530945
32,173.65299988
33,170.73703003
34,167.09190369
35,159.73043823
36,152.46005249
37,149.40530396
38,149.66165161
39,142.93884277
40,138.92991638
41,142.14097595
42,137.26196289
43,137.24305725
44,131.07797241
45,129.26544189
46,126.49634552
47,123.95531464
48,122.87540436
49,119.49224091
50,117.35289001
51,112.72703552
52,112.51053619
53,111.14176178
54,110.18767548
55,107.47754669
56,105.60124969
57,104.04503632
58,102.19361115
59,103.14401245
60,102.38426208
61,101.25505829
62,100.49956512
63,100.13533020
64,99.82385254
65,99.67843628
66,97.82471466
67,97.66906738
68,95.69197083
69,97.27867126
70,96.63547516
71,94.94796753
72,96.20610046
73,95.21629333
74,92.41208649
75,91.97512817
76,92.26937866
77,92.36549377
78,92.14330292
79,89.34065247
80,88.80342865
81,89.17282867
82,88.41271210
83,88.55432892
84,88.52120972
85,88.03916168
86,86.86418915
87,86.87825775
88,86.12624359
89,84.91966248
90,84.59251404
91,83.54576874
92,82.78599548
93,82.68862915
94,83.17753601
95,82.55165100
96,82.06729889
97,82.37865448
98,81.57356262
99,81.76237488
100,81.93359375
101,82.50389862
102,81.96289825
103,81.49558258
104,82.17572021
105,82.37446594
106,82.49580383
107,81.68868256
108,81.71034241
109,81.72953796
110,81.42143250
111,81.17005920
112,80.75546265
113,81.71508789
114,81.32590485
115,79.81156921
116,80.05002594
117,79.70957947
118,77.69529724
119,77.81855774
120,78.78139496
121,78.49411011
122,78.79051208
123,78.01673126
124,79.03794098
125,78.42637634
126,77.36083984
127,76.93843842
128,76.49858093
129,76.13437653
130,75.70458221
131,75.68739319
132,75.54354095
133,74.83831787
134,74.67036438
135,74.85884857
136,74.71450043
137,74.00833130
138,73.78443146
139,74.11145020
140,74.51394653
141,74.10585785
142,75.11438751
143,74.47196960
144,73.54811859
145,73.33316803
146,73.86115265
147,74.88712311
148,74.77537537
149,73.56793976
150,73.36505890
151,73.46455383
152,72.75913239
153,72.59621429
154,72.94111633
155,72.59012604
156,71.62690735
157,72.13935852
158,71.16385651
159,70.71906281
160,72.00633240
161,70.56536102
162,72.10784912
163,71.52519226
164,70.94094849
165,71.11628723
166,70.80524445
167,70.47139740
