iter,grad_match
1,704.80157471
2,339.40872192
3,2430.97729492
4,484.65036011
5,196.99780273
6,251.50004578
7,254.09791565
8,240.15609741
9,218.53851318
10,214.51908875
11,198.80290222
12,194.54034424
13,191.87640381
14,188.39784241
15,182.68931580
16,173.30879211
17,166.72937012
18,157.01821899
19,151.86766052
20,146.60250854
21,138.71699524
22,133.82458496
23,130.45231628
24,122.85043335
25,118.57905579
26,114.54933929
27,109.82748413
28,106.57798004
29,104.59772491
30,102.83171082
31,98.21958923
32,93.23592377
33,88.69081879
34,85.86883545
35,81.23860931
36,78.29408264
37,73.99591064
38,72.60045624
39,70.81426239
40,68.61256409
41,67.08747864
42,64.62821198
43,62.63007736
44,61.14432526
45,58.37342834
46,56.91509628
47,56.60486984
48,57.28392410
49,55.66005707
50,54.36329269
51,53.41670990
52,52.48757172
53,52.01992798
54,51.49484634
55,50.11124802
56,48.90331268
57,48.43601990
58,47.18834686
59,46.82339478
60,46.39673233
61,45.61637878
62,45.38436127
63,45.06464767
64,44.27968216
65,43.84129333
66,42.96062088
67,42.57830811
68,42.40633392
69,42.14725876
70,42.25174713
71,42.02452469
72,41.45846558
73,40.78774643
74,40.14398575
75,39.73686981
76,39.20986938
77,39.20122528
78,39.24706268
79,38.84311676
80,38.89300156
81,38.48552704
82,38.11684418
83,37.73195267
84,38.08660507
85,38.43547440
86,38.04851532
87,37.33335114
88,36.85953903
89,36.60446167
90,36.31628799
91,36.26504898
92,36.17963409
93,35.77308273
94,35.64316940
95,35.49899292
96,35.57347107
97,35.51203156
98,35.65390396
99,35.83565140
100,35.45286560
101,35.06550217
102,34.88310242
103,34.88339615
104,34.57210922
105,34.54328537
106,34.84993362
107,34.82176208
108,34.59188080
109,34.33404160
110,34.33672714
111,34.29045105
112,34.19075775
113,34.14713287
114,33.93708038
115,33.99344635
116,33.78717041
117,33.87664795
118,33.89655304
119,34.03704071
120,34.04418564
121,33.73861694
122,33.68939590
123,33.39636612
124,33.35216141
125,33.38361359
126,33.55017471
127,33.64830017
128,33.74681473
129,33.90891266
130,33.62113190
131,33.44334412
132,33.06053162
133,33.02548599
134,33.04387665
135,33.08958817
136,32.86842728
137,32.87497711
138,32.76461029
139,32.68568420
140,32.96773529
141,32.45476151
142,32.44058990
143,32.36050797
144,32.50840378
145,32.63966370
146,32.54079819
147,32.27360535
148,32.17438126
149,32.28239059
150,33.04875946
151,33.00397491
152,32.90403748
153,32.92980576
154,32.95644760
155,32.69633102
156,32.62992859
157,32.38715363
158,32.37845230
159,32.27087021
160,32.25940323
161,32.03593063
162,31.94352531
163,31.92710686
164,31.65912247
165,31.46914482
166,31.29611588
167,31.37127304
168,31.30920029
169,31.27788925
170,31.39152336
171,31.28505325
172,31.17002678
173,30.72062874
174,30.61335564
175,30.53508759
176,30.60078812
177,30.36565018
178,30.06377602
179,29.94126129
180,29.57489395
181,29.59092331
182,29.68721008
183,29.27271271
184,29.18293381
185,29.31211662
186,29.23385239
187,29.11358643
188,29.05195236
189,28.96578407
190,29.14355278
191,28.91199303
192,28.83284760
193,28.81157303
194,29.02947044
195,29.06499100
196,28.78962708
197,29.06013107
198,28.79781342
199,28.79125214
200,28.79086494
201,28.52310944
202,28.65905190
203,28.68879128
204,28.48203659
205,28.39204597
206,28.17127991
207,28.24749184
208,28.56504250
209,28.39919662
210,28.22991753
211,28.10949707
212,27.99520493
213,27.73931313
214,27.73138046
215,27.95804214
216,27.70676041
217,27.72751045
218,27.52275848
219,27.56591988
220,27.89481926
