client_id,method,mode,alpha,batch_size,sample_index,iters,mse,psnr,true_labels,inferred_labels,final_grad_match,checkpoint,original_image,recovered_image,comparison_image,loss_curve
0,idlg,iid,0.5,4,0,2000,0.16354501,7.8636,"[2, 36, 62, 76]","[76, 62, 2, 36]",40.69325256,../checkpoints/model_iid_5c_20r.pth,..\results\batch_compare\original_images\idlg_iid_client0_bs4_sample0_2000iters_original.png,..\results\batch_compare\recovered_images\idlg_iid_client0_bs4_sample0_2000iters_recovered.png,..\results\batch_compare\comparisons\idlg_iid_client0_bs4_sample0_2000iters_comparison.png,..\results\batch_compare\loss_curves\idlg_iid_client0_bs4_sample0_2000iters_loss.csv
0,idlg,iid,0.5,8,0,2000,0.15374276,8.1321,"[2, 36, 62, 76, 41, 0, 98, 98]","[98, 76, 62, 41, 2, 36, 0, 48]",18.79847717,../checkpoints/model_iid_5c_20r.pth,..\results\batch_compare\original_images\idlg_iid_client0_bs8_sample0_2000iters_original.png,..\results\batch_compare\recovered_images\idlg_iid_client0_bs8_sample0_2000iters_recovered.png,..\results\batch_compare\comparisons\idlg_iid_client0_bs8_sample0_2000iters_comparison.png,..\results\batch_compare\loss_curves\idlg_iid_client0_bs8_sample0_2000iters_loss.csv
0,idlg,iid,0.5,16,0,2000,0.15327594,8.1453,"[2, 36, 62, 76, 41, 0, 98, 98, 39, 5, 52, 92, 16, 44, 65, 77]","[98, 76, 62, 16, 44, 39, 41, 92, 65, 77, 52, 5, 2, 0, 36, 48]",10.43158627,../checkpoints/model_iid_5c_20r.pth,..\results\batch_compare\original_images\idlg_iid_client0_bs16_sample0_2000iters_original.png,..\results\batch_compare\recovered_images\idlg_iid_client0_bs16_sample0_2000iters_recovered.png,..\results\batch_compare\comparisons\idlg_iid_client0_bs16_sample0_2000iters_comparison.png,..\results\batch_compare\loss_curves\idlg_iid_client0_bs16_sample0_2000iters_loss.csv
0,idlg,iid,0.5,1,0,2000,0.08186504,10.8690,[2],[2],24.40601349,../checkpoints/model_iid_5c_20r.pth,..\results\batch_compare\original_images\idlg_iid_client0_bs1_sample0_2000iters_original.png,..\results\batch_compare\recovered_images\idlg_iid_client0_bs1_sample0_2000iters_recovered.png,..\results\batch_compare\comparisons\idlg_iid_client0_bs1_sample0_2000iters_comparison.png,..\results\batch_compare\loss_curves\idlg_iid_client0_bs1_sample0_2000iters_loss.csv
