iter,grad_match
1,2511.17309570
2,1563.03686523
3,1336.04589844
4,1219.98937988
5,1015.30145264
6,977.61456299
7,932.96466064
8,827.94348145
9,778.01000977
10,867.65423584
11,801.85516357
12,789.57885742
13,794.55517578
14,740.28186035
15,740.58453369
16,717.30371094
17,665.92401123
18,653.82928467
19,634.15466309
20,628.60052490
21,644.37243652
22,650.97094727
23,721.72393799
24,754.99066162
25,799.90289307
26,746.43041992
27,778.04193115
28,742.04083252
29,779.16967773
30,623.11437988
31,527.17858887
32,430.12982178
33,389.53073120
34,359.29025269
35,353.54818726
36,326.66638184
37,302.23861694
38,282.66635132
39,288.14395142
40,283.55792236
41,260.07440186
42,245.76873779
43,238.86743164
44,247.71916199
45,245.68556213
46,229.84773254
47,227.72122192
48,219.58699036
49,217.25611877
50,214.32238770
51,212.68504333
52,210.22245789
53,206.72947693
54,204.78306580
55,202.68476868
56,202.06123352
57,199.26115417
58,197.60409546
59,196.35919189
60,195.28013611
61,190.01104736
62,188.51405334
63,187.03013611
64,184.72132874
65,182.82699585
66,180.51707458
67,178.59004211
68,176.24955750
69,174.92230225
70,171.62187195
71,170.02812195
72,168.49972534
73,166.54162598
74,164.37751770
75,162.96054077
76,162.60969543
77,162.76077271
78,161.27731323
79,164.19717407
80,164.32716370
81,161.32995605
82,160.45520020
83,159.38414001
84,158.19639587
85,159.65019226
86,162.56002808
87,163.27296448
88,162.95465088
89,160.89918518
90,157.02731323
91,156.78610229
92,158.47676086
93,156.82159424
94,159.26100159
95,160.11003113
96,158.90808105
97,159.73515320
98,162.07484436
99,165.88961792
100,160.98803711
101,166.27482605
102,168.26455688
103,168.96432495
104,162.79289246
105,163.04953003
106,162.35775757
107,164.18397522
108,166.67819214
109,167.40293884
110,168.20199585
111,168.05168152
112,169.60951233
113,171.73167419
114,173.86923218
115,173.44374084
116,174.40335083
117,176.44384766
118,176.83261108
119,174.52290344
120,171.88320923
121,170.93435669
122,168.11361694
123,167.25119019
124,166.39707947
125,165.34759521
126,166.81860352
127,167.48513794
128,166.53773499
129,167.50564575
130,167.86665344
131,168.33312988
132,171.38465881
133,172.23307800
134,167.39022827
135,167.69717407
136,165.98814392
137,166.98010254
138,165.53077698
139,168.07310486
140,170.67897034
141,167.93702698
142,165.33808899
143,164.34301758
144,163.74902344
145,165.58280945
146,165.50001526
147,165.67228699
148,165.57295227
149,163.25376892
150,162.12686157
151,160.94053650
152,157.79521179
153,155.75579834
154,155.77934265
155,153.90904236
156,152.16184998
157,153.42898560
158,154.16729736
159,152.80288696
160,152.57493591
161,150.71903992
162,151.71580505
163,151.51240540
164,150.96578979
165,149.76165771
166,148.46255493
167,148.90908813
168,149.63903809
169,151.74629211
170,151.60076904
171,147.88383484
172,148.45185852
173,147.97668457
174,146.75872803
175,146.65742493
176,145.45004272
177,144.45173645
178,146.84425354
179,145.43563843
180,146.22328186
181,145.87918091
182,143.32708740
183,140.75942993
184,140.89689636
185,141.32003784
186,143.61053467
187,140.22001648
188,140.65522766
189,139.85432434
190,137.27238464
191,134.45840454
192,133.00384521
193,130.74806213
194,129.64332581
195,127.88811493
196,126.90360260
197,124.43444824
198,121.68009186
199,119.64691925
200,120.98136139
201,121.07903290
202,119.11184692
203,115.47679901
204,115.00924683
205,115.53319550
206,111.75378418
207,108.87734985
208,106.11356354
209,104.16114807
210,104.53618622
211,103.31910706
212,94.35669708
213,95.53675079
214,93.91104889
215,84.83850098
216,84.97526550
217,84.12442780
218,82.29892731
219,79.85506439
220,78.87333679
221,74.30200195
222,72.69730377
223,71.48958588
224,71.37551880
225,72.36213684
226,70.29994965
227,70.56110382
228,69.31054688
229,68.52648926
230,68.44427490
231,67.76348877
232,67.01737976
233,66.05504608
234,64.47012329
235,63.89242935
236,64.16591644
237,64.33506775
238,64.18726349
239,63.51128387
240,63.63980865
241,62.60912323
242,62.48344803
243,60.98286438
244,61.89029694
245,61.67789459
246,61.61915207
247,60.74382401
248,60.91007233
249,61.17743683
250,61.08227921
